epoch,loss_step,step
0,0.2137126475572586,49
0,0.2075987309217453,99
0,0.20599594712257385,149
0,0.20792332291603088,199
0,0.21229426562786102,249
0,0.22671569883823395,299
0,0.20296628773212433,349
0,0.21175053715705872,399
0,0.212907612323761,449
0,0.21156665682792664,499
0,0.22555865347385406,549
0,0.21845996379852295,599
0,0.206294447183609,649
0,0.20835278928279877,699
0,0.20908311009407043,749
0,0.20559394359588623,799
0,0.22136521339416504,849
0,0.19722014665603638,899
0,0.21146520972251892,949
0,0.2133186161518097,999
0,0.22498463094234467,1049
0,0.19829852879047394,1099
0,0.20997002720832825,1149
0,0.2084813266992569,1199
0,0.20660775899887085,1249
0,0.2049838900566101,1299
0,0.21418185532093048,1349
0,0.2127750962972641,1399
0,0.21129781007766724,1449
0,0.203480064868927,1499
0,0.21885037422180176,1549
0,0.20777150988578796,1599
0,0.1985844522714615,1649
0,0.2112356722354889,1699
0,0.21627111732959747,1749
0,0.2133917361497879,1799
0,0.21912363171577454,1849
0,0.2124978005886078,1899
0,0.21971748769283295,1949
0,0.22450025379657745,1999
0,0.20558950304985046,2049
0,0.2136276662349701,2099
0,0.2070733606815338,2149
0,0.21557269990444183,2199
0,0.21382489800453186,2249
0,0.22247791290283203,2299
0,0.20899800956249237,2349
0,0.21006232500076294,2399
0,0.2157934606075287,2449
0,0.217267245054245,2499
0,0.2193300575017929,2549
0,0.21401235461235046,2599
0,0.20634253323078156,2649
0,0.20787006616592407,2699
0,0.21054159104824066,2749
